account_id,english_name,year,month,date,monthly_value
2520D,Retained Earnings,2025,2,2025-02-01,-1245022.1666666667
2520D,Retained Earnings,2025,3,2025-03-01,-1210608.25
2540D,Dividends,2025,1,2025-01-01,0.0
2540D,Dividends,2025,2,2025-02-01,0.0
2540D,Dividends,2025,3,2025-03-01,0.0
2550D,Investments,2025,1,2025-01-01,0.0
2550D,Investments,2025,2,2025-02-01,0.0
2550D,Investments,2025,3,2025-03-01,0.0
2560D,Drawings,2025,1,2025-01-01,0.0
2560D,Drawings,2025,2,2025-02-01,0.0
2560D,Drawings,2025,3,2025-03-01,0.0
25700D,TOTAL,2025,1,2025-01-01,30453.000000000004
25700D,TOTAL,2025,2,2025-02-01,8932.666666666672
25700D,TOTAL,2025,3,2025-03-01,-12587.666666666664
2570D,NET PROFIT / LOSS BEFORE INCOME TAXES  (LINES 67  LESS 68),2025,1,2025-01-01,9999.25
2570D,NET PROFIT / LOSS BEFORE INCOME TAXES  (LINES 67  LESS 68),2025,2,2025-02-01,9916.083333333332
2570D,NET PROFIT / LOSS BEFORE INCOME TAXES  (LINES 67  LESS 68),2025,3,2025-03-01,9832.916666666666
2570DV,Profit or Loss (Before Income Tax),2025,1,2025-01-01,9999.25
2570DV,Profit or Loss (Before Income Tax),2025,2,2025-02-01,9916.083333333332
2570DV,Profit or Loss (Before Income Tax),2025,3,2025-03-01,9832.916666666666
26000D,"TOTAL OTHER CURRENT ASSETS
(LINES 42 THRU 48)",2025,1,2025-01-01,606446.5
26000D,"TOTAL OTHER CURRENT ASSETS
(LINES 42 THRU 48)",2025,2,2025-02-01,630255.0
26000D,"TOTAL OTHER CURRENT ASSETS
(LINES 42 THRU 48)",2025,3,2025-03-01,654063.5
27000D,"TOTAL CURRENT ASSETS
(LINES 6, 20, 41 & 49)",2025,1,2025-01-01,6339954.0
27000D,"TOTAL CURRENT ASSETS
(LINES 6, 20, 41 & 49)",2025,2,2025-02-01,6595965.75
27000D,"TOTAL CURRENT ASSETS
(LINES 6, 20, 41 & 49)",2025,3,2025-03-01,6851977.5
28000D,"TOTAL FIXED ASSETS
(LINES 53 THRU 60)",2025,1,2025-01-01,175023.25
28000D,"TOTAL FIXED ASSETS
(LINES 53 THRU 60)",2025,2,2025-02-01,180050.4166666667
28000D,"TOTAL FIXED ASSETS
(LINES 53 THRU 60)",2025,3,2025-03-01,185077.58333333334
29000D,"TOTAL OTHER ASSETS
(LINES 62 THRU 66)",2025,1,2025-01-01,199966.0
29000D,"TOTAL OTHER ASSETS
(LINES 62 THRU 66)",2025,2,2025-02-01,199932.6666666667
29000D,"TOTAL OTHER ASSETS
(LINES 62 THRU 66)",2025,3,2025-03-01,199899.33333333334
30000D,TOTAL ACCOUNTS & NOTES PAYABLE  (LINES 1 THRU 11),2025,1,2025-01-01,5688197.416666667
30000D,TOTAL ACCOUNTS & NOTES PAYABLE  (LINES 1 THRU 11),2025,2,2025-02-01,5961722.416666667
30000D,TOTAL ACCOUNTS & NOTES PAYABLE  (LINES 1 THRU 11),2025,3,2025-03-01,6235247.416666667
3000ST,Ups,2025,1,2025-01-01,41.583333333333336
3000ST,Ups,2025,2,2025-02-01,42.916666666666664
3000ST,Ups,2025,3,2025-03-01,44.25
3001ST,Test Drives,2025,1,2025-01-01,33.416666666666664
3001ST,Test Drives,2025,2,2025-02-01,34.833333333333336
3001ST,Test Drives,2025,3,2025-03-01,36.25
3002ST,Writes,2025,1,2025-01-01,26.416666666666668
3002ST,Writes,2025,2,2025-02-01,26.666666666666668
3002ST,Writes,2025,3,2025-03-01,26.916666666666668
3003ST,Sold,2025,1,2025-01-01,22.25
3003ST,Sold,2025,2,2025-02-01,22.5
3003ST,Sold,2025,3,2025-03-01,22.75
3010ST,Ups,2025,1,2025-01-01,36.66666666666667
3010ST,Ups,2025,2,2025-02-01,36.25
3010ST,Ups,2025,3,2025-03-01,35.833333333333336
3011ST,Test Drives,2025,1,2025-01-01,31.333333333333332
3011ST,Test Drives,2025,2,2025-02-01,31.083333333333332
3011ST,Test Drives,2025,3,2025-03-01,30.833333333333332
3012ST,Writes,2025,1,2025-01-01,25.083333333333332
3012ST,Writes,2025,2,2025-02-01,24.333333333333332
3012ST,Writes,2025,3,2025-03-01,23.583333333333332
3013ST,Sold,2025,1,2025-01-01,24.083333333333332
3013ST,Sold,2025,2,2025-02-01,24.416666666666668
3013ST,Sold,2025,3,2025-03-01,24.75
3015G,Outlander,2025,1,2025-01-01,13541.916666666666
3015G,Outlander,2025,2,2025-02-01,13465.916666666666
3015G,Outlander,2025,3,2025-03-01,13389.916666666666
3015S,Outlander,2025,1,2025-01-01,300623.6666666666
3015S,Outlander,2025,2,2025-02-01,303824.0
3015S,Outlander,2025,3,2025-03-01,307024.3333333333
3015U,Outlander,2025,1,2025-01-01,7.0
3015U,Outlander,2025,2,2025-02-01,7.083333333333334
3015U,Outlander,2025,3,2025-03-01,7.166666666666667
3022G,RVR,2025,1,2025-01-01,4343.0
3022G,RVR,2025,2,2025-02-01,4498.666666666666
3022G,RVR,2025,3,2025-03-01,4654.333333333333
3022S,RVR,2025,1,2025-01-01,83502.0
3022S,RVR,2025,2,2025-02-01,86740.83333333334
3022S,RVR,2025,3,2025-03-01,89979.66666666667
3022U,RVR,2025,1,2025-01-01,2.5
3022U,RVR,2025,2,2025-02-01,2.583333333333333
3022U,RVR,2025,3,2025-03-01,2.6666666666666665
3025G,Mirage (5-Door),2025,1,2025-01-01,1994.4999999999998
3025G,Mirage (5-Door),2025,2,2025-02-01,1903.8333333333333
3025G,Mirage (5-Door),2025,3,2025-03-01,1813.1666666666665
3025S,Mirage (5-Door),2025,1,2025-01-01,40085.416666666664
3025S,Mirage (5-Door),2025,2,2025-02-01,37789.083333333336
3025S,Mirage (5-Door),2025,3,2025-03-01,35492.75
3025U,Mirage (5-Door),2025,1,2025-01-01,1.9166666666666667
3025U,Mirage (5-Door),2025,2,2025-02-01,1.8333333333333333
3025U,Mirage (5-Door),2025,3,2025-03-01,1.75
3026G,Outlander PHEV,2025,1,2025-01-01,23035.666666666668
3026G,Outlander PHEV,2025,2,2025-02-01,23978.916666666668
3026G,Outlander PHEV,2025,3,2025-03-01,24922.166666666668
3026S,Outlander PHEV,2025,1,2025-01-01,453281.5833333333
3026S,Outlander PHEV,2025,2,2025-02-01,466728.0833333333
3026S,Outlander PHEV,2025,3,2025-03-01,480174.5833333333
3026U,Outlander PHEV,2025,1,2025-01-01,7.833333333333333
3026U,Outlander PHEV,2025,2,2025-02-01,8.083333333333332
3026U,Outlander PHEV,2025,3,2025-03-01,8.333333333333332
3028G,Eclipse Cross,2025,1,2025-01-01,4283.833333333334
3028G,Eclipse Cross,2025,2,2025-02-01,3986.7500000000005
3028G,Eclipse Cross,2025,3,2025-03-01,3689.666666666667
3028S,Eclipse Cross,2025,1,2025-01-01,111249.25
3028S,Eclipse Cross,2025,2,2025-02-01,107499.66666666666
3028S,Eclipse Cross,2025,3,2025-03-01,103750.08333333333
3028U,Eclipse Cross,2025,1,2025-01-01,3.0
3028U,Eclipse Cross,2025,2,2025-02-01,2.916666666666667
3028U,Eclipse Cross,2025,3,2025-03-01,2.8333333333333335
3060G,TOTAL MITSUBISHI FLEET,2025,1,2025-01-01,0.0
3060G,TOTAL MITSUBISHI FLEET,2025,2,2025-02-01,0.0
3060G,TOTAL MITSUBISHI FLEET,2025,3,2025-03-01,0.0
3060S,TOTAL MITSUBISHI FLEET,2025,1,2025-01-01,0.0
3060S,TOTAL MITSUBISHI FLEET,2025,2,2025-02-01,0.0
3060S,TOTAL MITSUBISHI FLEET,2025,3,2025-03-01,0.0
3060U,TOTAL MITSUBISHI FLEET,2025,1,2025-01-01,0.0
3060U,TOTAL MITSUBISHI FLEET,2025,2,2025-02-01,0.0
3060U,TOTAL MITSUBISHI FLEET,2025,3,2025-03-01,0.0
3098G,WHOLESALE EXCHANGES - MMSCAN (Dlr Trades),2025,1,2025-01-01,0.0
3098G,WHOLESALE EXCHANGES - MMSCAN (Dlr Trades),2025,2,2025-02-01,0.0
3098G,WHOLESALE EXCHANGES - MMSCAN (Dlr Trades),2025,3,2025-03-01,0.0
3098S,WHOLESALE EXCHANGES - MMSCAN (Dlr Trades),2025,1,2025-01-01,0.0
3098S,WHOLESALE EXCHANGES - MMSCAN (Dlr Trades),2025,2,2025-02-01,0.0
3098S,WHOLESALE EXCHANGES - MMSCAN (Dlr Trades),2025,3,2025-03-01,0.0
3098U,WHOLESALE EXCHANGES - MMSCAN (Dlr Trades),2025,1,2025-01-01,0.0
3098U,WHOLESALE EXCHANGES - MMSCAN (Dlr Trades),2025,2,2025-02-01,0.0
3098U,WHOLESALE EXCHANGES - MMSCAN (Dlr Trades),2025,3,2025-03-01,0.0
3099G,DISCONTINUED MODELS,2025,1,2025-01-01,0.0
3099G,DISCONTINUED MODELS,2025,2,2025-02-01,0.0
3099G,DISCONTINUED MODELS,2025,3,2025-03-01,0.0
3099S,DISCONTINUED MODELS,2025,1,2025-01-01,0.0
3099S,DISCONTINUED MODELS,2025,2,2025-02-01,0.0
3099S,DISCONTINUED MODELS,2025,3,2025-03-01,0.0
3099U,DISCONTINUED MODELS,2025,1,2025-01-01,0.0
3099U,DISCONTINUED MODELS,2025,2,2025-02-01,0.0
3099U,DISCONTINUED MODELS,2025,3,2025-03-01,0.0
31000D,TOTAL CURRENT LIABILITIES (LINES 12 THRU 26),2025,1,2025-01-01,5547339.25
31000D,TOTAL CURRENT LIABILITIES (LINES 12 THRU 26),2025,2,2025-02-01,5841008.666666666
31000D,TOTAL CURRENT LIABILITIES (LINES 12 THRU 26),2025,3,2025-03-01,6134678.083333333
32000D,TOTAL LONG TERM DEBT (LINES 28 THRU 31),2025,1,2025-01-01,2416577.5
32000D,TOTAL LONG TERM DEBT (LINES 28 THRU 31),2025,2,2025-02-01,2371020.0
32000D,TOTAL LONG TERM DEBT (LINES 28 THRU 31),2025,3,2025-03-01,2325462.5
3280G,Chemical Sales - New,2025,1,2025-01-01,9287.916666666666
3280G,Chemical Sales - New,2025,2,2025-02-01,7763.333333333334
3280G,Chemical Sales - New,2025,3,2025-03-01,6238.75
3280S,Chemical Sales - New,2025,1,2025-01-01,13821.916666666666
3280S,Chemical Sales - New,2025,2,2025-02-01,11870.916666666666
3280S,Chemical Sales - New,2025,3,2025-03-01,9919.916666666666
3280U,Chemical Sales - New,2025,1,2025-01-01,8.416666666666666
3280U,Chemical Sales - New,2025,2,2025-02-01,8.333333333333334
3280U,Chemical Sales - New,2025,3,2025-03-01,8.25
3281G,Other Ext. Warranty - New,2025,1,2025-01-01,18391.5
3281G,Other Ext. Warranty - New,2025,2,2025-02-01,18973.666666666664
3281G,Other Ext. Warranty - New,2025,3,2025-03-01,19555.833333333332
3281S,Other Ext. Warranty - New,2025,1,2025-01-01,30934.916666666668
3281S,Other Ext. Warranty - New,2025,2,2025-02-01,31994.416666666668
3281S,Other Ext. Warranty - New,2025,3,2025-03-01,33053.91666666667
3281U,Other Ext. Warranty - New,2025,1,2025-01-01,21.166666666666668
3281U,Other Ext. Warranty - New,2025,2,2025-02-01,21.416666666666668
3281U,Other Ext. Warranty - New,2025,3,2025-03-01,21.666666666666668
3282G,Other F & I - New,2025,1,2025-01-01,10034.0
3282G,Other F & I - New,2025,2,2025-02-01,9442.333333333332
3282G,Other F & I - New,2025,3,2025-03-01,8850.666666666666
3282S,Other F & I - New,2025,1,2025-01-01,10055.666666666668
3282S,Other F & I - New,2025,2,2025-02-01,9464.0
3282S,Other F & I - New,2025,3,2025-03-01,8872.333333333334
3282U,Other F & I - New,2025,1,2025-01-01,19.5
3282U,Other F & I - New,2025,2,2025-02-01,19.75
3282U,Other F & I - New,2025,3,2025-03-01,20.0
33000D,TOTAL LIABILITIES (LINES 27 & 32),2025,1,2025-01-01,7963916.75
33000D,TOTAL LIABILITIES (LINES 27 & 32),2025,2,2025-02-01,8212028.666666666
33000D,TOTAL LIABILITIES (LINES 27 & 32),2025,3,2025-03-01,8460140.583333332
3310G,Finance Income - New,2025,1,2025-01-01,1357.25
3310G,Finance Income - New,2025,2,2025-02-01,975.5
3310G,Finance Income - New,2025,3,2025-03-01,593.75
3310S,Finance Income - New,2025,1,2025-01-01,1357.25
3310S,Finance Income - New,2025,2,2025-02-01,975.5
3310S,Finance Income - New,2025,3,2025-03-01,593.75
3310U,Finance Income - New,2025,1,2025-01-01,1.75
3310U,Finance Income - New,2025,2,2025-02-01,1.0833333333333333
3310U,Finance Income - New,2025,3,2025-03-01,0.4166666666666665
3341G,Insurance Income - New,2025,1,2025-01-01,4314.333333333333
3341G,Insurance Income - New,2025,2,2025-02-01,4778.666666666667
3341G,Insurance Income - New,2025,3,2025-03-01,5243.0
3341S,Insurance Income - New,2025,1,2025-01-01,5846.166666666667
3341S,Insurance Income - New,2025,2,2025-02-01,6464.416666666667
3341S,Insurance Income - New,2025,3,2025-03-01,7082.666666666667
3341U,Insurance Income - New,2025,1,2025-01-01,2.166666666666667
3341U,Insurance Income - New,2025,2,2025-02-01,2.416666666666667
3341U,Insurance Income - New,2025,3,2025-03-01,2.666666666666667
3381G,DCP Service Contracts - New,2025,1,2025-01-01,0.0
3381G,DCP Service Contracts - New,2025,2,2025-02-01,0.0
3381G,DCP Service Contracts - New,2025,3,2025-03-01,0.0
3381S,DCP Service Contracts - New,2025,1,2025-01-01,0.0
3381S,DCP Service Contracts - New,2025,2,2025-02-01,0.0
3381S,DCP Service Contracts - New,2025,3,2025-03-01,0.0
3381U,DCP Service Contracts - New,2025,1,2025-01-01,0.0
3381U,DCP Service Contracts - New,2025,2,2025-02-01,0.0
3381U,DCP Service Contracts - New,2025,3,2025-03-01,0.0
34000D,"TOTAL NET WORTH
(LINES 44 THRU 50 & LINE 65 MINUS 66)",2025,1,2025-01-01,-1248973.0833333335
34000D,"TOTAL NET WORTH
(LINES 44 THRU 50 & LINE 65 MINUS 66)",2025,2,2025-02-01,-1236079.5
34000D,"TOTAL NET WORTH
(LINES 44 THRU 50 & LINE 65 MINUS 66)",2025,3,2025-03-01,-1223185.9166666667
35000D,TOTAL LIABILITIES & NET WORTH (LINES 33 & 67),2025,1,2025-01-01,6714943.666666667
35000D,TOTAL LIABILITIES & NET WORTH (LINES 33 & 67),2025,2,2025-02-01,6975949.166666667
35000D,TOTAL LIABILITIES & NET WORTH (LINES 33 & 67),2025,3,2025-03-01,7236954.666666667
3500G,Used Vehicles - Retail (Non CPO),2025,1,2025-01-01,118919.0
3500G,Used Vehicles - Retail (Non CPO),2025,2,2025-02-01,136324.83333333334
3500G,Used Vehicles - Retail (Non CPO),2025,3,2025-03-01,153730.6666666667
3500S,Used Vehicles - Retail (Non CPO),2025,1,2025-01-01,425745.0
3500S,Used Vehicles - Retail (Non CPO),2025,2,2025-02-01,419411.75
3500S,Used Vehicles - Retail (Non CPO),2025,3,2025-03-01,413078.5
3500U,Used Vehicles - Retail (Non CPO),2025,1,2025-01-01,23.583333333333336
3500U,Used Vehicles - Retail (Non CPO),2025,2,2025-02-01,23.75
3500U,Used Vehicles - Retail (Non CPO),2025,3,2025-03-01,23.916666666666668
3506G,Used Vehicles - Retail (Other Makes),2025,1,2025-01-01,0.0
3506G,Used Vehicles - Retail (Other Makes),2025,2,2025-02-01,0.0
3506G,Used Vehicles - Retail (Other Makes),2025,3,2025-03-01,0.0
3506S,Used Vehicles - Retail (Other Makes),2025,1,2025-01-01,0.0
3506S,Used Vehicles - Retail (Other Makes),2025,2,2025-02-01,0.0
3506S,Used Vehicles - Retail (Other Makes),2025,3,2025-03-01,0.0
3506U,Used Vehicles - Retail (Other Makes),2025,1,2025-01-01,0.0
3506U,Used Vehicles - Retail (Other Makes),2025,2,2025-02-01,0.0
3506U,Used Vehicles - Retail (Other Makes),2025,3,2025-03-01,0.0
3510G,Lease Buyout,2025,1,2025-01-01,0.0
3510G,Lease Buyout,2025,2,2025-02-01,0.0
3510G,Lease Buyout,2025,3,2025-03-01,0.0
3510S,Lease Buyout,2025,1,2025-01-01,0.0
3510S,Lease Buyout,2025,2,2025-02-01,0.0
3510S,Lease Buyout,2025,3,2025-03-01,0.0
3510U,Lease Buyout,2025,1,2025-01-01,0.0
3510U,Lease Buyout,2025,2,2025-02-01,0.0
3510U,Lease Buyout,2025,3,2025-03-01,0.0
3520G,Used Vehicles - Wholesale,2025,1,2025-01-01,0.0
3520G,Used Vehicles - Wholesale,2025,2,2025-02-01,0.0
3520G,Used Vehicles - Wholesale,2025,3,2025-03-01,0.0
3520S,Used Vehicles - Wholesale,2025,1,2025-01-01,0.0
3520S,Used Vehicles - Wholesale,2025,2,2025-02-01,0.0
3520S,Used Vehicles - Wholesale,2025,3,2025-03-01,0.0
3520U,Used Vehicles - Wholesale,2025,1,2025-01-01,0.0
3520U,Used Vehicles - Wholesale,2025,2,2025-02-01,0.0
3520U,Used Vehicles - Wholesale,2025,3,2025-03-01,0.0
3580G,Used Vehicles - Retail (CPO),2025,1,2025-01-01,2764.25
3580G,Used Vehicles - Retail (CPO),2025,2,2025-02-01,3722.4166666666665
3580G,Used Vehicles - Retail (CPO),2025,3,2025-03-01,4680.583333333333
3580S,Used Vehicles - Retail (CPO),2025,1,2025-01-01,12257.833333333334
3580S,Used Vehicles - Retail (CPO),2025,2,2025-02-01,16591.0
3580S,Used Vehicles - Retail (CPO),2025,3,2025-03-01,20924.166666666668
3580U,Used Vehicles - Retail (CPO),2025,1,2025-01-01,0.5
3580U,Used Vehicles - Retail (CPO),2025,2,2025-02-01,0.6666666666666666
3580U,Used Vehicles - Retail (CPO),2025,3,2025-03-01,0.8333333333333333
3630G,Chemical / Other Income (Non CPO),2025,1,2025-01-01,1467.9166666666667
3630G,Chemical / Other Income (Non CPO),2025,2,2025-02-01,1558.6666666666667
3630G,Chemical / Other Income (Non CPO),2025,3,2025-03-01,1649.4166666666667
3630S,Chemical / Other Income (Non CPO),2025,1,2025-01-01,2686.5833333333335
3630S,Chemical / Other Income (Non CPO),2025,2,2025-02-01,2819.8333333333335
3630S,Chemical / Other Income (Non CPO),2025,3,2025-03-01,2953.0833333333335
3630U,Chemical / Other Income (Non CPO),2025,1,2025-01-01,2.1666666666666665
3630U,Chemical / Other Income (Non CPO),2025,2,2025-02-01,2.3333333333333335
3630U,Chemical / Other Income (Non CPO),2025,3,2025-03-01,2.5
3701G,Finance Income (CPO),2025,1,2025-01-01,0.0
3701G,Finance Income (CPO),2025,2,2025-02-01,0.0
3701G,Finance Income (CPO),2025,3,2025-03-01,0.0
3701S,Finance Income (CPO),2025,1,2025-01-01,0.0
3701S,Finance Income (CPO),2025,2,2025-02-01,0.0
3701S,Finance Income (CPO),2025,3,2025-03-01,0.0
3701U,Finance Income (CPO),2025,1,2025-01-01,0.0
3701U,Finance Income (CPO),2025,2,2025-02-01,0.0
3701U,Finance Income (CPO),2025,3,2025-03-01,0.0
3702G,Insurance Income (CPO),2025,1,2025-01-01,0.0
3702G,Insurance Income (CPO),2025,2,2025-02-01,0.0
3702G,Insurance Income (CPO),2025,3,2025-03-01,0.0
3702S,Insurance Income (CPO),2025,1,2025-01-01,0.0
3702S,Insurance Income (CPO),2025,2,2025-02-01,0.0
3702S,Insurance Income (CPO),2025,3,2025-03-01,0.0
3702U,Insurance Income (CPO),2025,1,2025-01-01,0.0
3702U,Insurance Income (CPO),2025,2,2025-02-01,0.0
3702U,Insurance Income (CPO),2025,3,2025-03-01,0.0
3703G,Service Contracts (CPO),2025,1,2025-01-01,981.1666666666667
3703G,Service Contracts (CPO),2025,2,2025-02-01,1305.0
3703G,Service Contracts (CPO),2025,3,2025-03-01,1628.8333333333335
3703S,Service Contracts (CPO),2025,1,2025-01-01,1344.6666666666665
3703S,Service Contracts (CPO),2025,2,2025-02-01,1787.1666666666665
3703S,Service Contracts (CPO),2025,3,2025-03-01,2229.6666666666665
3703U,Service Contracts (CPO),2025,1,2025-01-01,0.6666666666666667
3703U,Service Contracts (CPO),2025,2,2025-02-01,0.9166666666666667
3703U,Service Contracts (CPO),2025,3,2025-03-01,1.1666666666666667
3704G,Chemical / Other Income (CPO),2025,1,2025-01-01,125.41666666666666
3704G,Chemical / Other Income (CPO),2025,2,2025-02-01,157.5
3704G,Chemical / Other Income (CPO),2025,3,2025-03-01,189.58333333333331
3704S,Chemical / Other Income (CPO),2025,1,2025-01-01,191.66666666666666
3704S,Chemical / Other Income (CPO),2025,2,2025-02-01,245.83333333333331
3704S,Chemical / Other Income (CPO),2025,3,2025-03-01,300.0
3704U,Chemical / Other Income (CPO),2025,1,2025-01-01,0.25
3704U,Chemical / Other Income (CPO),2025,2,2025-02-01,0.3333333333333333
3704U,Chemical / Other Income (CPO),2025,3,2025-03-01,0.41666666666666663
3706G,Insurance Income (Non CPO),2025,1,2025-01-01,0.0
3706G,Insurance Income (Non CPO),2025,2,2025-02-01,0.0
3706G,Insurance Income (Non CPO),2025,3,2025-03-01,0.0
3706S,Insurance Income (Non CPO),2025,1,2025-01-01,0.0
3706S,Insurance Income (Non CPO),2025,2,2025-02-01,0.0
3706S,Insurance Income (Non CPO),2025,3,2025-03-01,0.0
3706U,Insurance Income (Non CPO),2025,1,2025-01-01,0.0
3706U,Insurance Income (Non CPO),2025,2,2025-02-01,0.0
3706U,Insurance Income (Non CPO),2025,3,2025-03-01,0.0
3707G,Finance Income (Non CPO),2025,1,2025-01-01,6664.333333333333
3707G,Finance Income (Non CPO),2025,2,2025-02-01,7021.833333333333
3707G,Finance Income (Non CPO),2025,3,2025-03-01,7379.333333333333
3707S,Finance Income (Non CPO),2025,1,2025-01-01,7181.583333333333
3707S,Finance Income (Non CPO),2025,2,2025-02-01,7620.083333333333
3707S,Finance Income (Non CPO),2025,3,2025-03-01,8058.583333333333
3707U,Finance Income (Non CPO),2025,1,2025-01-01,9.25
3707U,Finance Income (Non CPO),2025,2,2025-02-01,9.666666666666668
3707U,Finance Income (Non CPO),2025,3,2025-03-01,10.083333333333334
3708G,Chemical / Other Income (Other Makes),2025,1,2025-01-01,0.0
3708G,Chemical / Other Income (Other Makes),2025,2,2025-02-01,0.0
3708G,Chemical / Other Income (Other Makes),2025,3,2025-03-01,0.0
3708S,Chemical / Other Income (Other Makes),2025,1,2025-01-01,0.0
3708S,Chemical / Other Income (Other Makes),2025,2,2025-02-01,0.0
3708S,Chemical / Other Income (Other Makes),2025,3,2025-03-01,0.0
3708U,Chemical / Other Income (Other Makes),2025,1,2025-01-01,0.0
3708U,Chemical / Other Income (Other Makes),2025,2,2025-02-01,0.0
3708U,Chemical / Other Income (Other Makes),2025,3,2025-03-01,0.0
3710G,Finance Income (Other Makes),2025,1,2025-01-01,0.0
3710G,Finance Income (Other Makes),2025,2,2025-02-01,0.0
3710G,Finance Income (Other Makes),2025,3,2025-03-01,0.0
3710S,Finance Income (Other Makes),2025,1,2025-01-01,0.0
3710S,Finance Income (Other Makes),2025,2,2025-02-01,0.0
3710S,Finance Income (Other Makes),2025,3,2025-03-01,0.0
3710U,Finance Income (Other Makes),2025,1,2025-01-01,0.0
3710U,Finance Income (Other Makes),2025,2,2025-02-01,0.0
3710U,Finance Income (Other Makes),2025,3,2025-03-01,0.0
3711G,Service Contracts (Other Makes),2025,1,2025-01-01,0.0
3711G,Service Contracts (Other Makes),2025,2,2025-02-01,0.0
3711G,Service Contracts (Other Makes),2025,3,2025-03-01,0.0
3711S,Service Contracts (Other Makes),2025,1,2025-01-01,0.0
3711S,Service Contracts (Other Makes),2025,2,2025-02-01,0.0
3711S,Service Contracts (Other Makes),2025,3,2025-03-01,0.0
3711U,Service Contracts (Other Makes),2025,1,2025-01-01,0.0
3711U,Service Contracts (Other Makes),2025,2,2025-02-01,0.0
3711U,Service Contracts (Other Makes),2025,3,2025-03-01,0.0
3713G,Insurance Income (Other Makes),2025,1,2025-01-01,0.0
3713G,Insurance Income (Other Makes),2025,2,2025-02-01,0.0
3713G,Insurance Income (Other Makes),2025,3,2025-03-01,0.0
3713S,Insurance Income (Other Makes),2025,1,2025-01-01,0.0
3713S,Insurance Income (Other Makes),2025,2,2025-02-01,0.0
3713S,Insurance Income (Other Makes),2025,3,2025-03-01,0.0
3713U,Insurance Income (Other Makes),2025,1,2025-01-01,0.0
3713U,Insurance Income (Other Makes),2025,2,2025-02-01,0.0
3713U,Insurance Income (Other Makes),2025,3,2025-03-01,0.0
3741G,Service Contracts (Non CPO),2025,1,2025-01-01,10148.666666666668
3741G,Service Contracts (Non CPO),2025,2,2025-02-01,10088.0
3741G,Service Contracts (Non CPO),2025,3,2025-03-01,10027.333333333334
3741S,Service Contracts (Non CPO),2025,1,2025-01-01,15656.333333333334
3741S,Service Contracts (Non CPO),2025,2,2025-02-01,15666.833333333334
3741S,Service Contracts (Non CPO),2025,3,2025-03-01,15677.333333333334
3741U,Service Contracts (Non CPO),2025,1,2025-01-01,8.833333333333334
3741U,Service Contracts (Non CPO),2025,2,2025-02-01,8.916666666666666
3741U,Service Contracts (Non CPO),2025,3,2025-03-01,9.0
3910U,TOTAL,2025,1,2025-01-01,147.16666666666666
3910U,TOTAL,2025,2,2025-02-01,154.91666666666666
3910U,TOTAL,2025,3,2025-03-01,162.66666666666666
391AU,JAN.,2025,1,2025-01-01,19.5
391AU,JAN.,2025,2,2025-02-01,20.0
391AU,JAN.,2025,3,2025-03-01,20.5
391BU,FEB.,2025,1,2025-01-01,20.083333333333332
391BU,FEB.,2025,2,2025-02-01,20.916666666666668
391BU,FEB.,2025,3,2025-03-01,21.75
391CU,MAR.,2025,1,2025-01-01,15.416666666666666
391CU,MAR.,2025,2,2025-02-01,15.833333333333334
391CU,MAR.,2025,3,2025-03-01,16.25
391DU,APR.,2025,1,2025-01-01,16.583333333333332
391DU,APR.,2025,2,2025-02-01,17.416666666666668
391DU,APR.,2025,3,2025-03-01,18.25
391EU,MAY,2025,1,2025-01-01,11.666666666666666
391EU,MAY,2025,2,2025-02-01,11.333333333333334
391EU,MAY,2025,3,2025-03-01,11.0
391FU,JUN.,2025,1,2025-01-01,11.0
391FU,JUN.,2025,2,2025-02-01,11.5
391FU,JUN.,2025,3,2025-03-01,12.0
391GU,JUL.,2025,1,2025-01-01,15.25
391GU,JUL.,2025,2,2025-02-01,16.0
391GU,JUL.,2025,3,2025-03-01,16.75
391HU,AUG.,2025,1,2025-01-01,15.083333333333332
391HU,AUG.,2025,2,2025-02-01,16.0
391HU,AUG.,2025,3,2025-03-01,16.916666666666664
391IU,SEP.,2025,1,2025-01-01,9.583333333333332
391IU,SEP.,2025,2,2025-02-01,10.5
391IU,SEP.,2025,3,2025-03-01,11.416666666666666
391JU,OCT.,2025,1,2025-01-01,5.166666666666667
391JU,OCT.,2025,2,2025-02-01,5.583333333333333
391JU,OCT.,2025,3,2025-03-01,6.0
391KU,NOV.,2025,1,2025-01-01,6.583333333333333
391KU,NOV.,2025,2,2025-02-01,8.333333333333332
391KU,NOV.,2025,3,2025-03-01,10.083333333333332
391LU,DEC.,2025,1,2025-01-01,1.25
391LU,DEC.,2025,2,2025-02-01,1.5
391LU,DEC.,2025,3,2025-03-01,1.75
3920U,TOTAL,2025,1,2025-01-01,0.0
3920U,TOTAL,2025,2,2025-02-01,0.0
3920U,TOTAL,2025,3,2025-03-01,0.0
392AU,JAN.,2025,1,2025-01-01,0.0
392AU,JAN.,2025,2,2025-02-01,0.0
392AU,JAN.,2025,3,2025-03-01,0.0
392BU,FEB.,2025,1,2025-01-01,0.0
392BU,FEB.,2025,2,2025-02-01,0.0
392BU,FEB.,2025,3,2025-03-01,0.0
392CU,MAR.,2025,1,2025-01-01,0.0
392CU,MAR.,2025,2,2025-02-01,0.0
392CU,MAR.,2025,3,2025-03-01,0.0
392DU,APR.,2025,1,2025-01-01,0.0
392DU,APR.,2025,2,2025-02-01,0.0
